21	0	0.102557	0.0249735	17.6	0.7	0
22	0	0.0974488	0.0377821	18.7333	0.7	0
23	2	0.0936793	0.0305223	19.6333	5.66667	0
24	3	0.1199	0.0330292	20.6333	7	0
25	3	0.134322	0.0377715	21.8333	7	0
26	3	0.122591	0.0399372	23.0333	7	0
27	4	0.120704	0.0512061	24.1667	7.76667	0
28	4	0.149624	0.0360464	25.2	7.76667	0
29	5	0.134328	0.0314869	26.3667	8.3	0
30	2	0.136503	0.0418849	27.5667	5.66667	0
31	9	0.137218	0.041399	28.6	10.3333	0
32	11	0.124081	0.0450816	29.5667	11.1333	0
33	11	0.121548	0.0402639	30.5333	11.1333	8
34	11	0.128443	0.0456009	31.4	11.1333	0
35	12	0.129664	0.0408155	32.3667	11.5667	0
36	5	0.134002	0.0405011	33.2	8.3	0
37	3	0.112416	0.0392931	34.1333	7	0
38	11	0.140222	0.0458578	35.0333	11.1333	0
39	4	0.133499	0.0380136	35.9667	7.76667	0
40	2	0.121659	0.0427145	37.1	5.66667	0
41	2	0.12887	0.0414931	38.0667	5.66667	0
42	20	0.123334	0.0384958	38.9333	17	0
43	14	0.126619	0.0467417	39.6333	12.9667	0
44	13	0.154598	0.0448698	40.3	12.1	0
45	8	0.138184	0.0414672	40.9333	9.9	0
46	12	0.130503	0.0468694	41.5	11.5667	0
47	26	0.124097	0.0384022	42.1	23.0333	0
48	27	0.137568	0.0396251	42.6	24.1667	7
49	3	0.147779	0.0375121	43.0333	7	0
50	29	0.113979	0.0425129	43.5333	26.3667	0
51	21	0.130308	0.0384195	43.9667	17.6	0
52	30	0.115275	0.0372245	44.4	27.5667	0
53	32	0.130795	0.0399583	44.8333	29.5667	0
54	28	0.121424	0.0386793	45.2	25.2	0
55	32	0.120902	0.0358929	45.6667	29.5667	0
56	35	0.107846	0.0380843	46.3	32.3667	0
57	34	0.101461	0.0377522	47	31.4	0
58	12	0.108696	0.0355301	47.6667	11.5667	0
59	2	0.113357	0.0447779	48.4	5.66667	7
60	30	0.121132	0.0448993	49.0333	27.5667	0
61	22	0.101546	0.0491816	49.7333	18.7333	0
62	30	0.131485	0.0449541	50.5	27.5667	0
63	2	0.116136	0.0438291	51.1333	5.66667	0
64	33	0.119317	0.041649	51.6667	30.5333	0
65	27	0.132992	0.038189	52.2333	24.1667	0
66	37	0.13271	0.0381741	52.8667	34.1333	0
67	21	0.133557	0.0481991	53.4667	17.6	0
68	21	0.144384	0.0415325	54	17.6	0
69	5	0.100488	0.0397951	54.8333	8.3	0
70	24	0.120329	0.0398117	55.4667	20.6333	7
71	27	0.116518	0.0412306	56.2	24.1667	0
72	48	0.121187	0.0400258	56.8333	42.6	0
73	24	0.111331	0.0456989	57.6667	20.6333	0
74	22	0.131216	0.0542133	58.4667	18.7333	7
75	35	0.126577	0.0558913	59.4667	32.3667	7
76	35	0.134517	0.0523449	60.4667	32.3667	8
77	34	0.131548	0.064569	61.5333	31.4	8
78	35	0.154845	0.060444	62.4333	32.3667	8
79	36	0.129837	0.0518792	63.2667	33.2	7
80	30	0.157294	0.0558673	64.3	27.5667	7
81	35	0.133812	0.0665634	65.5	32.3667	8
82	34	0.141474	0.060499	66.4	31.4	8
83	28	0.134157	0.0484549	67.3	25.2	8
84	34	0.131122	0.0494184	68.2	31.4	7
85	33	0.135879	0.0509581	69.3	30.5333	12
86	33	0.138545	0.0388296	70.4333	30.5333	0
87	35	0.124555	0.0457762	71.7667	32.3667	0
88	34	0.124074	0.0456158	73.1333	31.4	0
89	49	0.137465	0.0494149	74.3	43.0333	0
90	50	0.111119	0.0349409	76.6667	43.5333	0
91	4	0.103079	0.0410724	79.0333	7.76667	35
92	4	0.13225	0.0442698	80	7.76667	35
93	2	0.108978	0.0944073	81.7667	5.66667	160
94	4	0.0799106	0.112638	84.2333	7.76667	188
95	4	0.0743235	0.0584613	86.2	7.76667	170
96	3	0.094569	0.0474129	87.1667	7	7
97	12	0.0991572	0.0470311	87.9667	11.5667	27
98	12	0.100846	0.0546029	88.6	11.5667	60
99	14	0.127327	0.0456955	89	12.9667	24
100	12	0.117249	0.0576654	89.5333	11.5667	24
101	14	0.163952	0.0603092	90.1	12.9667	60
102	14	0.139656	0.0487071	90.9	12.9667	43
103	15	0.12291	0.0589849	91.5667	13.7667	68
104	16	0.169681	0.0564209	92.2667	14.4333	56
105	16	0.197403	0.0643396	92.8667	14.4333	49
106	16	0.224753	0.0616992	93.4	14.4333	43
107	17	0.230609	0.0583649	93.9333	15.1333	42
108	16	0.164697	0.0593959	94.3333	14.4333	22
109	16	0.162121	0.0646257	94.6333	14.4333	22
110	16	0.135306	0.0692304	95	14.4333	19
111	16	0.136452	0.0609603	95.3333	14.4333	18
112	17	0.129354	0.0505611	95.6667	15.1333	8
113	16	0.129602	0.0420499	96	14.4333	7
114	53	0.112794	0.042322	96.3333	44.8333	0
115	46	0.130434	0.0403458	96.6	41.5	0
116	20	0.0924667	0.0270468	96.7667	17	0
117	17	0.111155	0.0227295	97	15.1333	0
118	90	0.0890129	0.0231218	97.4	76.6667	0
119	88	0.110052	0.0250912	97.7667	73.1333	0
120	64	0.0934815	0.0221721	98.0667	51.6667	0
121	73	0.0785586	0.0183094	98.3	57.6667	0
122	41	0.054365	0.0219758	98.4667	38.0667	0
123	101	0.0801366	0.0237788	98.6333	90.1	0
124	9	0.0647195	0.0272859	98.8333	10.3333	0
125	9	0.0896929	0.0246116	99.0667	10.3333	0
126	104	0.0596358	0.0349792	99.3667	92.2667	0
127	104	0.0929961	0.0398391	99.7	92.2667	0
128	107	0.08372	0.0337508	100.033	93.9333	0
129	101	0.11369	0.0480273	100.333	90.1	0
130	105	0.136158	0.0505303	100.6	92.8667	0
131	105	0.119076	0.0458342	100.933	92.8667	0
132	108	0.120184	0.0428009	101.267	94.3333	0
133	51	0.123193	0.0339012	101.5	43.9667	0
134	14	0.0821372	0.0366031	101.867	12.9667	0
135	53	0.100749	0.0318164	102.1	44.8333	0
136	12	0.0970711	0.0363399	102.433	11.5667	0
137	32	0.0912864	0.0353349	102.833	29.5667	0
138	115	0.0941013	0.0324929	103.133	96.6	0
139	14	0.0706766	0.0308484	103.5	12.9667	0
140	101	0.114735	0.0263442	103.8	90.1	0
141	7	0.0629051	0.0348392	104.1	9.33333	0
142	17	0.0877547	0.0297164	104.433	15.1333	0
143	27	0.081413	0.0351984	104.733	24.1667	0
144	55	0.115909	0.0309554	105.067	45.6667	0
145	55	0.0731602	0.0395109	105.4	45.6667	0
146	30	0.0815972	0.0461913	105.767	27.5667	53
147	26	0.114789	0.0426377	106.233	23.0333	0
148	28	0.11911	0.0511111	106.767	25.2	7
149	31	0.111037	0.0473146	107.133	28.6	51
150	31	0.101537	0.0443721	107.467	28.6	29
151	32	0.120418	0.0486673	107.767	29.5667	60
152	32	0.11369	0.0472638	108.2	29.5667	30
153	33	0.10814	0.04074	108.6	30.5333	68
154	33	0.120868	0.0622184	108.967	30.5333	54
155	30	0.0925329	0.0476799	109.367	27.5667	10
156	1	0.105542	0.0423979	109.733	4.1	0
157	45	0.0952962	0.0459386	110.233	40.9333	0
158	35	0.131691	0.05985	110.567	32.3667	56
159	27	0.0979742	0.0413321	110.967	24.1667	0
160	34	0.11313	0.0434001	111.367	31.4	20
161	31	0.120306	0.0437796	111.7	28.6	0
162	35	0.130462	0.0464303	112.067	32.3667	20
163	89	0.118852	0.0415138	112.5	74.3	0
164	38	0.0977259	0.052036	113	35.0333	84
165	39	0.0837462	0.0607698	113.5	35.9667	107
166	38	0.109038	0.0567104	114.1	35.0333	35
167	38	0.130246	0.0578517	114.7	35.0333	27
168	41	0.119578	0.0640704	115.333	38.0667	97
169	42	0.124916	0.0614101	116	38.9333	83
170	43	0.119115	0.063567	116.633	39.6333	69
171	43	0.115348	0.0502757	117.2	39.6333	55
172	44	0.110148	0.0559366	117.767	40.3	45
173	44	0.114748	0.0567597	118.2	40.3	26
174	47	0.104535	0.0397555	118.567	42.1	34
175	48	0.108792	0.039704	118.933	42.6	26
176	50	0.111456	0.0395496	119.467	43.5333	22
177	101	0.134105	0.0437014	120.033	90.1	0
178	51	0.0925984	0.0351001	120.5	43.9667	18
179	53	0.117296	0.0332236	121.033	44.8333	26
180	49	0.159001	0.0316072	121.367	43.0333	19
181	49	0.122205	0.0326173	121.7	43.0333	16
182	47	0.115008	0.0268545	121.967	42.1	15
183	49	0.122027	0.0379003	122.4	43.0333	21
184	54	0.109487	0.0370145	122.8	45.2	27
185	54	0.0714666	0.0368628	123.267	45.2	37
186	55	0.0807993	0.0235087	123.633	45.6667	16
187	58	0.079647	0.0415114	124.367	47.6667	52
188	62	0.0961444	0.0511706	125.6	50.5	22
189	59	0.0922751	0.0590872	126.567	48.4	80
190	60	0.118277	0.0570913	127.367	49.0333	62
191	62	0.103579	0.0484656	128.133	50.5	58
192	64	0.089964	0.0531636	129	51.6667	39
193	66	0.116373	0.0569548	129.767	52.8667	42
194	68	0.1464	0.0703701	130.4	54	35
195	68	0.10917	0.0616305	131.233	54	41
196	66	0.0989293	0.059968	132.167	52.8667	22
197	67	0.103377	0.0628963	132.933	53.4667	23
198	70	0.100322	0.0785755	133.767	55.4667	68
199	72	0.0943473	0.135496	134.433	56.8333	137
200	72	0.124049	0.114738	135.1	56.8333	119
201	73	0.114015	0.0977633	136.133	57.6667	97
202	77	0.130311	0.0874015	137.167	61.5333	95
203	78	0.124425	0.0866437	138.333	62.4333	102
204	80	0.137681	0.0986822	139.433	64.3	101
205	80	0.143422	0.0813525	140.433	64.3	113
206	79	0.13879	0.0920593	141.467	63.2667	67
207	82	0.129174	0.0789256	142.5	66.4	119
208	83	0.132429	0.0743715	143.433	67.3	129
209	84	0.136217	0.0879839	144.367	68.2	94
210	84	0.133891	0.0616808	145.1	68.2	60
211	85	0.113265	0.063479	145.8	69.3	75
212	86	0.10292	0.0510883	146.567	70.4333	70
213	89	0.137497	0.0654669	147.167	74.3	27
214	87	0.143449	0.0632569	147.8	71.7667	87
215	89	0.146027	0.0671415	148.6	74.3	53
216	88	0.119673	0.0705849	149.867	73.1333	75
217	90	0.14284	0.0614598	150.567	76.6667	51
218	90	0.142582	0.0870882	151.267	76.6667	63
219	90	0.153365	0.09129	152.367	76.6667	65
220	90	0.190087	0.0965815	153.333	76.6667	80
221	91	0.172588	0.118183	155.5	79.0333	100
222	91	0.111154	0.138495	156.333	79.0333	119
223	91	0.233878	0.144813	156.467	79.0333	113
224	91	0.272344	0.122195	156.667	79.0333	97
225	94	0.0348625	0.148755	159.667	84.2333	351
226	94	0.127809	0.128182	160.233	84.2333	289
227	4	0.267109	0.120656	160.333	7.76667	256
228	95	0.102198	0.0934222	160.9	86.2	225
229	7	0.122948	0.0938504	161.467	9.33333	155
230	8	0.106908	0.0984787	161.967	9.9	144
231	12	0.110611	0.107181	162.567	11.5667	130
232	12	0.119073	0.100681	163.233	11.5667	140
233	14	0.10787	0.111818	163.933	12.9667	138
234	15	0.111245	0.10266	164.8	13.7667	187
235	17	0.12255	0.1176	165.567	15.1333	153
236	17	0.117058	0.129769	166.4	15.1333	203
237	18	0.108165	0.136476	167.233	15.8333	277
238	19	0.113606	0.122168	167.9	16.4	186
239	21	0.113281	0.117785	168.633	17.6	175
240	22	0.101192	0.12954	169.533	18.7333	232
241	23	0.0839786	0.138099	170.367	19.6333	265
242	24	0.120244	0.152807	171.267	20.6333	289
243	25	0.121151	0.122381	172.1	21.8333	252
244	26	0.124004	0.135369	173.033	23.0333	268
245	27	0.122525	0.116426	174	24.1667	212
246	28	0.134632	0.130916	174.833	25.2	222
247	29	0.118618	0.133815	175.8	26.3667	243
248	30	0.139485	0.184974	176.567	27.5667	299
249	31	0.123064	0.15839	177.367	28.6	291
250	32	0.107746	0.152346	178.2	29.5667	300
251	34	0.121304	0.144231	179	31.4	233
252	34	0.125646	0.146985	179.733	31.4	274
253	35	0.120293	0.147401	180.367	32.3667	259
254	36	0.106059	0.13582	181.1	33.2	273
255	37	0.104942	0.134767	181.767	34.1333	290
256	38	0.11981	0.150504	182.533	35.0333	283
257	39	0.108504	0.155862	183.4	35.9667	276
258	40	0.142069	0.160371	184.233	37.1	253
259	42	0.113176	0.138984	184.967	38.9333	252
260	43	0.134902	0.137504	185.533	39.6333	261
261	44	0.120929	0.138167	186	40.3	218
262	45	0.107765	0.116231	186.667	40.9333	192
263	46	0.134349	0.113029	187	41.5	177
264	47	0.124905	0.0867464	187.4	42.1	101
265	48	0.109848	0.0983726	187.767	42.6	106
266	50	0.143514	0.0765653	188.267	43.5333	81
267	178	0.129838	0.0911301	188.867	120.5	59
268	179	0.123421	0.116526	189.267	121.033	80
269	181	0.12143	0.0828298	189.567	121.7	43
270	181	0.0855784	0.0703501	189.967	121.7	46
271	55	0.0940993	0.101204	190.4	45.6667	96
272	56	0.0821276	0.0981221	190.833	46.3	116
273	187	0.104091	0.0858622	191.3	124.367	65
274	59	0.0746747	0.0944548	192.067	48.4	121
275	59	0.0989025	0.121496	192.633	48.4	143
276	59	0.100579	0.105532	193.1	48.4	146
277	62	0.104257	0.113065	193.7	50.5	150
278	62	0.121648	0.121135	194.4	50.5	168
279	64	0.125831	0.136795	194.833	51.6667	160
280	64	0.115934	0.124898	195.4	51.6667	139
281	66	0.119039	0.117255	195.833	52.8667	130
282	66	0.126656	0.132779	196.433	52.8667	125
283	67	0.130661	0.135271	196.867	53.4667	142
284	68	0.131274	0.148754	197.367	54	117
285	70	0.140277	0.141658	197.933	55.4667	163
286	71	0.0925894	0.137915	198.633	56.2	215
287	72	0.118828	0.149007	199.267	56.8333	195
288	73	0.0973999	0.178768	200.033	57.6667	240
289	74	0.132646	0.176969	200.5	58.4667	262
290	75	0.151306	0.142525	201.233	59.4667	274
291	76	0.112984	0.141755	202.1	60.4667	248
292	77	0.12421	0.133079	202.967	61.5333	254
293	78	0.126839	0.157172	203.7	62.4333	249
294	80	0.118494	0.128131	204.333	64.3	151
295	80	0.134548	0.164323	205.067	64.3	235
296	81	0.122503	0.168701	205.933	65.5	329
297	82	0.121948	0.190468	206.6	66.4	316
298	83	0.131825	0.179134	207.3	67.3	286
299	84	0.11435	0.152444	208.067	68.2	233
300	84	0.148658	0.171972	208.667	68.2	239
301	85	0.136715	0.192091	209.4	69.3	231
302	86	0.13091	0.166345	210.1	70.4333	197
303	87	0.126591	0.147072	211.1	71.7667	202
304	88	0.126024	0.173723	212.1	73.1333	263
305	89	0.139562	0.158219	213.133	74.3	205
306	90	0.11717	0.151331	214.533	76.6667	157
307	220	0.142674	0.222082	215.967	153.333	128
308	221	0.168528	0.310757	217.867	155.5	153
309	221	0.154516	0.155067	219.433	155.5	99
310	223	0.136576	0.122009	219.8	156.467	49
311	223	0.215105	0.0908026	220	156.467	20
312	221	0.230434	0.0829071	220.333	155.5	7
313	224	0.386368	0.0568031	220.367	156.667	15
314	224	0.0390949	0.075078	221.4	156.667	47
